1,67835
2,70642
3,70045
4,69542
5,69132
6,68964
7,69218
8,68648
9,68655
10,68606
11,68496
12,68792
13,68719
14,68904
15,68920
16,69202
17,68879
18,69205
19,69036
20,69382
21,69006
22,69335
23,68864
24,68880
25,69181
26,69244
27,69178
28,69437
29,68895
30,69227
31,68901
32,68930
33,69568
34,69315
35,68524
36,68614
37,68341
38,69101
39,68788
40,68538
41,68521
42,68413
43,68345
44,68321
45,68000
46,67962
47,67615
48,68078
49,68186
50,68252
51,68579
52,68672
53,68296
54,68092
55,69143
56,69599
57,69491
58,69607
59,69417
60,70033
61,69925
62,69363
63,70207
64,68951
65,69243
66,68966
67,68949
68,68753
69,68893
70,68847
71,68667
72,68428
73,68934
74,68644
75,68217
76,67725
77,68034
78,68448
79,68277
80,68759
81,68929
82,69073
83,69034
84,68989
85,69545
86,69648
87,69488
88,69772
89,69546
90,69571
91,69833
92,70018
93,69328
94,68963
95,69293
96,70193
97,68919
98,68771
99,68282
100,68811
