1,67835
2,70504
3,70632
4,70713
5,70179
6,70096
7,70111
8,69486
9,69573
10,69608
11,69794
12,69775
13,69730
14,69406
15,69558
16,69390
17,70014
18,70175
19,70676
20,70468
21,70362
22,70183
23,73541
24,74205
25,73623
26,71983
27,71794
28,71760
29,71454
30,72002
31,71756
32,71781
33,73253
34,73088
35,73231
36,73712
37,73611
38,74338
39,74368
40,73540
41,73140
42,73529
43,73942
44,73945
45,73397
46,73287
47,73347
48,73045
49,73337
50,73950
51,73619
52,73943
53,73364
54,73224
55,73816
56,73887
57,74609
58,74751
59,75047
60,75265
61,75687
62,75699
63,75661
64,75231
65,75722
66,74544
67,76012
68,74098
69,74476
70,75130
71,74203
72,74612
73,74774
74,74950
75,74896
76,73938
77,72450
78,75060
79,75676
80,74242
81,74674
82,73969
83,74653
84,74108
85,74331
86,74476
87,74620
88,74957
89,75473
90,75506
91,75116
92,75031
93,75474
94,75366
95,75818
96,76155
97,75871
98,76162
99,75337
100,75960
