1,67747
2,85913
3,136670
4,142178
5,116830
6,100461
7,100475
8,116207
9,123428
10,125145
11,118142
12,115748
13,118909
14,112601
15,120134
16,127370
17,128885
18,125504
19,126087
20,127522
21,123732
22,123657
23,116101
24,112462
25,116626
26,113757
27,118017
28,123080
29,118385
30,119744
31,119119
32,118865
33,119165
34,120139
35,119337
36,119993
37,122179
38,121827
39,120001
40,120673
41,118370
42,118392
43,119049
44,118467
45,121757
46,120816
47,126277
48,125621
49,117917
50,120290
51,114057
52,121253
53,117682
54,120256
55,118824
56,123321
57,123386
58,119385
59,124095
60,129302
61,125786
62,124134
63,132817
64,130867
65,122984
66,122270
67,134344
68,136197
69,128858
70,130446
71,126178
72,123611
73,128164
74,126364
75,137851
76,132907
77,127345
78,132490
79,140078
80,134847
81,135597
82,129825
83,131500
84,132500
85,133854
86,130275
87,138588
88,137657
89,133365
90,138613
91,137841
92,137844
93,137851
94,137850
95,137850
96,137850
97,137850
98,137850
99,137850
100,137850
