1,67747
2,68677
3,86613
4,105150
5,106624
6,106581
7,104325
8,107159
9,101941
10,103077
11,96615
12,92755
13,100637
14,92814
15,86061
16,86486
17,84882
18,80783
19,81819
20,80981
21,78583
22,85765
23,80958
24,78213
25,70303
26,67576
27,71589
28,72891
29,64669
30,66672
31,66260
32,75495
33,74975
34,83828
35,85242
36,85163
37,83414
38,82382
39,82333
40,83001
41,90353
42,85682
43,84610
44,78567
45,75697
46,73589
47,70771
48,73643
49,77686
50,76977
51,77916
52,71063
53,71605
54,74665
55,79713
56,85367
57,81362
58,88845
59,88321
60,94933
61,101208
62,96423
63,89408
64,94667
65,101044
66,97376
67,89151
68,88535
69,83188
70,78701
71,76444
72,83275
73,86391
74,85271
75,83507
76,81095
77,86161
78,82266
79,85315
80,79654
81,85651
82,84416
83,89189
84,83869
85,87620
86,83917
87,94678
88,103384
89,101597
90,108478
91,71818
92,63858
93,62987
94,63225
95,62964
96,63219
97,62963
98,63219
99,62963
100,63219
