1,67747
2,74057
3,119893
4,142931
5,119927
6,107809
7,103290
8,115840
9,125502
10,122306
11,118558
12,123699
13,115499
14,118300
15,126617
16,129547
17,131291
18,136909
19,129897
20,130701
21,130105
22,129157
23,122727
24,123286
25,122628
26,125156
27,124926
28,127851
29,121484
30,122690
31,123177
32,125131
33,121886
34,121778
35,122213
36,120688
37,123396
38,126159
39,124463
40,124024
41,124760
42,124659
43,127935
44,130816
45,129626
46,133248
47,129911
48,126056
49,125806
50,123194
51,125455
52,121644
53,120421
54,122105
55,124306
56,125782
57,127637
58,124807
59,130193
60,129916
61,124517
62,125241
63,131156
64,130877
65,133567
66,133735
67,128557
68,138209
69,132744
70,133781
71,135661
72,138372
73,136018
74,139837
75,140790
76,135185
77,140830
78,141368
79,147818
80,150463
81,145176
82,142427
83,144323
84,142750
85,142185
86,138382
87,143022
88,148124
89,150252
90,140098
91,140098
92,140098
93,140098
94,140098
95,140098
96,140098
97,140098
98,140098
99,140098
100,140098
