1,67747
2,69777
3,77552
4,86862
5,99056
6,106653
7,107127
8,111246
9,113838
10,111186
11,113170
12,114122
13,113603
14,106503
15,116584
16,115506
17,117577
18,118303
19,114785
20,118240
21,116072
22,118094
23,110852
24,110799
25,116076
26,116554
27,120401
28,122315
29,118505
30,118063
31,115712
32,116396
33,114676
34,113305
35,113122
36,116568
37,114951
38,117335
39,113520
40,117520
41,117513
42,119184
43,112871
44,115825
45,117234
46,113437
47,112693
48,113247
49,112218
50,111754
51,109748
52,111190
53,110804
54,112227
55,108190
56,112444
57,117289
58,119703
59,117498
60,116168
61,114681
62,115688
63,117517
64,121181
65,119624
66,119781
67,127151
68,122913
69,119307
70,122210
71,125938
72,131816
73,129335
74,124662
75,128095
76,126312
77,129746
78,129697
79,131027
80,121671
81,126104
82,122711
83,123293
84,127565
85,131887
86,122789
87,124157
88,126671
89,130842
90,128998
91,126169
92,125919
93,125919
94,125919
95,125919
96,125919
97,125919
98,125919
99,125919
100,125919
