1,67747
2,69492
3,110317
4,133916
5,125131
6,110720
7,99507
8,110338
9,111597
10,118436
11,117128
12,114998
13,114181
14,108658
15,108584
16,116622
17,118427
18,122699
19,121991
20,120629
21,117857
22,123562
23,116080
24,114065
25,114651
26,117075
27,116024
28,114188
29,110760
30,109668
31,110033
32,115844
33,110680
34,115910
35,112476
36,114963
37,116611
38,120804
39,111784
40,115165
41,114459
42,116559
43,118045
44,119690
45,119364
46,117759
47,116536
48,115649
49,116599
50,116209
51,116580
52,112632
53,114661
54,116476
55,120337
56,120290
57,121790
58,119373
59,128518
60,127842
61,126565
62,126362
63,122642
64,124233
65,124970
66,122468
67,130141
68,132515
69,122332
70,121474
71,123899
72,128389
73,128590
74,126227
75,128360
76,130535
77,128558
78,128584
79,129119
80,129797
81,128427
82,127868
83,132553
84,129276
85,129323
86,120540
87,126609
88,135479
89,133332
90,138902
91,138385
92,138382
93,139149
94,138900
95,137621
96,137625
97,137878
98,137372
99,137372
100,137372
