0,14296
1,28259
2,26077
3,25980
4,23438
5,23721
6,23882
7,32063
8,24407
9,23178
10,23449
11,23207
12,22885
13,23113
14,36871
15,26460
16,23905
17,23196
18,23147
19,24393
20,23471
