0,20817
1,29197
2,28039
3,27371
4,24953
5,25407
6,25820
7,62125
8,25879
9,23319
10,23058
11,23016
12,22214
13,21648
14,63996
15,29182
16,29310
17,26912
18,27616
19,26306
20,26477
