1,354515
2,336680
3,336932
4,336929
5,337902
6,344861
7,344405
8,427509
9,380296
10,361295
11,350410
12,341666
13,335697
14,331158
15,470835
16,432936
17,425563
18,418401
19,414796
20,416551
21,421393
