0,3441
1,5086
2,5325
3,4987
4,5140
5,5033
6,5190
7,4020
8,2426
9,2446
10,2458
11,2452
12,2418
13,2401
14,3813
15,5532
16,5327
17,5069
18,5311
19,5341
20,5612
