1,23228
2,23078
3,22818
4,23079
5,23295
6,23301
7,23355
8,20021
9,19912
10,20025
11,20043
12,20041
13,20006
14,19933
15,23322
16,23215
17,23776
18,23698
19,23783
20,23685
21,23698
