I_FRAME,0,3135
I_FRAME,1,3312
I_FRAME,2,3308
I_FRAME,3,3367
I_FRAME,4,3371
I_FRAME,5,3418
I_FRAME,6,3437
I_FRAME,7,2401
I_FRAME,8,2370
I_FRAME,9,2369
I_FRAME,10,2365
I_FRAME,11,2361
I_FRAME,12,2368
I_FRAME,13,2352
I_FRAME,14,3203
I_FRAME,15,3432
I_FRAME,16,3405
I_FRAME,17,3535
I_FRAME,18,3568
I_FRAME,19,3584
I_FRAME,20,3588
,,3059.47619
