1,192977
2,188268
3,178453
4,182839
5,184723
6,182290
7,183040
8,195178
9,197904
10,190546
11,197560
12,199151
13,212554
14,198549
15,211939
16,215754
17,224733
18,233796
19,228039
20,226623
21,222191
22,231958
23,222661
24,215074
25,215974
26,218687
27,220706
28,225376
29,216088
30,223371
31,215674
32,220786
33,214581
34,215561
35,214391
36,218201
37,215384
38,228064
39,219291
40,225671
41,223147
42,219311
43,219135
44,223414
45,222619
46,224098
47,223104
48,215132
49,208365
50,206605
51,211102
52,209119
53,213032
54,210761
55,214769
56,217659
57,219548
58,217830
59,226115
60,227945
61,224776
62,225939
63,225041
64,233110
65,236400
66,230850
67,241222
68,244127
69,232273
70,233878
71,231884
72,242849
73,242666
74,237345
75,249102
76,243029
77,250866
78,251736
79,259924
80,263221
81,265831
82,253898
83,263837
84,262510
85,266784
86,246929
87,257068
88,266733
89,260445
90,261501
91,261501
92,261501
93,261501
94,261501
95,261501
96,261501
97,261501
98,261501
99,261501
100,261501
